Sentences	Label
A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol	anger
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. 	anger
My blood is boiling	anger
@BitchestheCat Look at those teef! 	anger
That is at least the 3rd time the balls been burst in our games	anger
Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter	anger
Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.	anger
@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.	anger
@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either	anger
you are an angry glass of vodka	anger
@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle 	anger
#DonKing lion of #black community speaks truth to power of @POTUS insult 'black vote is given away cavalierly...playing by (@TheDemocrats)'	anger
@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.	anger
@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.	anger
Nor hell a fury like a woman scorned -- William Congreve	anger
@RussellHartness @Mariners @BlueJays :  Wrongdoing!  Grrr.  After the fact, I know, but emailing displeasure now anyway .	anger
@LeonWobYP b***er off. NCFC is a grudge match :)	anger
@ChurdAllan fucked my coupon that goal! 	anger
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat	anger
I got a NO RESPONSE again from an #irate customer of #amazon 😞😞\nwhy can't they understand that it's not always amazon fault..\n#carrierfault	anger
I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes	anger
You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry	anger
@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days	anger
I wanna see you smile I don't wanna see you make a frown	anger
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh	anger
Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet	anger
im so mad about power rangers. im incensed. im furious.	anger
I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well	anger
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees 	anger
I wonder what would happen if I were to tell some people the truth #savage #uhoh 	anger
— Self-hatred gives rise to fury, fury to the desire for self-change.	anger
@ColinOccupantz @JasnaBadzak @proremain and there was I thinking #UKIP were a party of angry old men - how wrong can you be!	anger
And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,	anger
@kingvee_ don't provoke me to anger	anger
It's easy to hold a grudge harder to let go.	anger
Eat my ass' is no longer an insult	anger
@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. 	anger
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life	anger
@komal_sidhnani true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃	anger
@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!	anger
Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D	anger
@VeyGraphics I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage.	anger
Are belittling kitty straight a service? provoke lift aboard!: Wycelv	anger
@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay	anger
@lyssababe615 \nIf this room was burning 🔥	anger
@alicehouston18 sorry I'm just angry my drone flew away	anger
@TDsNation i watch all your videos but i like madden better!	anger
your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)	anger
Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.	anger
-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco	anger
@omgitsbrittanyy @WittLowry u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol 🖕🏻	anger
Or when they hmu on snap, and I'm like.. which one are you. 💀	anger
@FluDino Event started! everyone is getting ready to travel to the lake of rage, where everything glows	anger
I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life	anger
@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol	anger
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags	anger
some of the casuals tweets that Vic has faved are making me gag #bitter	anger
One of my favorite classic cars is the Plymouth fiery.	anger
Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 #bitter	anger
@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge	anger
Point scorning and fury at Labor does nothing to address long term detention and the need to resettle #asylumseekers from #manus and #Nauru	anger
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed 	anger
@TrueAggieFan oh so that's where Brian was! Where was my invite? 	anger
@SwiftShimada SPARKLES, proud little huff. Still posing mind you.	anger
I wish the next madden has a story mode too. Just like Fifa 17 #madden	anger
Id love 2 c Gyimah in action but his coach is holding a grudge against him!	anger
Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul	anger
@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though	anger
@everycolorbot more like every color looks the same #triggered #colorblind #offended	anger
After what just happened. In need to smoke. 	anger
@Kailyew hahah tiff sent me that too😂	anger
as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia	anger
I can definitely feel my irritation today, lord give me strength	anger
These people irritate tf out of me I swear 🙄 I'm goin to sleep ✌🏾️	anger
Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow	anger
@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema	anger
@politicalTigres @Saifullah_Uchvi welcome ji . sorry for words that irritate u	anger
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. 	anger
Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her	anger
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED 	anger
@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today	anger
@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY	anger
Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 #raging	anger
@edquinn63 how can you even forget to pick ur fave child up from school #offended	anger
@StrangeFacesLA why doesn't this account follow me #offended	anger
@rabpeel snap, seems to be a problem here	anger
2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells	anger
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming	anger
Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the .	anger
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness	anger
I forgot about this nice area down here with the fiery hearths	anger
@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage	anger
@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox 😅 I get raging migraines without coffee :/	anger
Circle K is dead to me. I hate your new slushie machine. #irate #livid	anger
@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy	anger
Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching	anger
Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant 	anger
Lot 100 would give Ghandi road rage	anger
Forever raging 😏😂😭	anger
Just seeing Alex revells face gets me angry	anger
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage	anger
Does she really need to pout all the time - getting on my nerves #GBBO	anger
Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins', mate.	anger
@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.	anger
@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.	anger
Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty	anger
Me and these burns that I pick up off the pitches don't get on at all like 😢😢 	anger
@happyandbashful Flirt, simper, pout, repeat. Yuck.	anger
Since the 'update' my @iPhone loses power nearly 40% faster. 	anger
@marthalyssa yep. LOL #bitter	anger
@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.	anger
Yeah, no. I don' mind tweetin' that twice.  #blm #likeThat	anger
@ashleighjessica @zacflint1 I'd give that pout the firm D	anger
Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol	anger
@Jen_ny69 People will always get offended everyone's situation is different! Just because we have kids doesn't mean we have to settle	anger
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage	anger
@tommyrosen @InTheRoomsCEO @cate_baily Always so happy to support you brother. Keep that fire burning &lt;3	anger
@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now)	anger
@CNNnewsroom @BrookeBCNN What can't you grasp? Besides yr cognitive dissonance, raging away. Each. Incident. Re: LEO-shooting = SEPARATE.	anger
@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.	anger
People irritate my MF soul	anger
Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder	anger
@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage	anger
not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike	anger
Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry	anger
Drop Snapchat names #bored  #swap #pics	anger
Seeing double am so tired but I always grudge getting off my phone at night 🙄	anger
@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? #boiling	anger
Your twitter picture just makes me fume.	anger
Are you lost in the fury, fearing that you'll fail?	anger
@BarackObama I love Lizzy Warren's latest rage against Wall Street.	anger
Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge	anger
@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! #fuming	anger
Delete this shit Josh just screenshotted my snap me	anger
People who go the speed limit irritate me	anger
Oh yeah Squid face God madden 17 xbox1 come see me	anger
@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine	anger
@WBIRSports They're still using his offense, up the middle 3X &amp; punt.	anger
@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...	anger
All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO	anger
@Ms_HeartAttack peanut butter takes away the sting	anger
Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops	anger
Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh.	anger
#oow16 #sting decent new song	anger
Where's your outrage when a black man kills another black man in the streets?	anger
So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing	anger
@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.	anger
You a fuck boy if you run drag routes back to back in madden	anger
@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai	anger
ya girl is 	anger
@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --	anger
@CharlotteBnntt that's the joke. I know it's incense	anger
Realizing that holding a grudge for long is immaturity is wisdom	anger
Star trek online has a update to download oh fuming yay	anger
@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club 	anger
Leveled at the half. Much better offense expected in the second half	anger
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed	anger
The medicine is burning  me	anger
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended	anger
I think @Sam_Canaday &amp; @KYLEJDOWSON must actually have to be working like me &amp; @dowson_brady because I havent got any snap chat videos today	anger
interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews	anger
@Dak2future decorations are up all over Jersey already 	anger
Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness	anger
Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it	anger
The rage has died down.	anger
@virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔 #furious	anger
The majority of people irritate the fuck out of me, cba with people ahahah	anger
@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —	anger
Forgot to eat dinner and now I'm furious with everything and everyone	anger
#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 	anger
@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. 	anger
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂	anger
@victoriarghhh not mad but tilting? slightly irate? is that cool?	anger
@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!	anger
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout	anger
@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;)	anger
@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through	anger
In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.	anger
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.	anger
I'm furious!!!!	anger
Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room	anger
@inthefade going back to blissful ignorance?! #fury	anger
-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat.  -- (@DocHQuinzel)	anger
@1BearTruth standard bitter response .... how's it feel to be the small club in a big city	anger
@Alanafergusson snap meee	anger
Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.	anger
@shod_jpg aye man she was fuming xo	anger
@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;	anger
Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram	anger
just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha	anger
@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn	anger
Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz 	anger
Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO	anger
Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy  #emotionalrollercoaster	anger
@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger	anger
Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. 	anger
Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl	anger
So fucking mad my blood boiling.	anger
... flat party and I instantly get bollocked about it. 	anger
@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything'	anger
@Grace_thomas473 you keep talkin shit and trying to offend me but you're just petty as fuck	anger
@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.	anger
.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'	anger
Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form	anger
i have so much hw tonight im offended	anger
But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorry💁🏻😊	anger
Think of #anger as this barrier between you and your truth.' @laurascoe	anger
@StrangeFacesLA why doesn't this account follow me 	anger
i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired	anger
That last #madden commercial 😆😆😆😆😆😆 #TNF	anger
@SunandBeachBum 'you people' infuriate me!	anger
i live and die for mchanzo honeymoon crashing and burning the second they move in together	anger
Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming	anger
It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.	anger
@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be 	anger
@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?	anger
@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger	anger
That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit	anger
I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion	anger
@tony_tr3 I'd say your outrage is the really FAUX outrage.	anger
Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving	anger
Way towards be prominent if your exasperate is peaked?: TGMbNqUEe	anger
@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !	anger
hitting your children as discipline because you're being quite a raging hypocrite if you're not.	anger
@BitchestheCat Look at those teef! #growl	anger
Nahhhhhh @konanplaydirty snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂	anger
The most important thing to #bestrong is to hold your  #thoughts	anger
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry	anger
Trump supports reach another level of irritation within me	anger
Honestly fuming	anger
So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav 	anger
#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge	anger
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis 	anger
The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight)	anger
Having one of those #angry days. I will have to stop watching #news.	anger
@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. 	anger
Do not be angry with God because you do not get what you want, for God gives most when you expect least.	anger
@EagleGiles23 @tgilmore_92 what I miss? 	anger
😳The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals 🏉👏🏿	anger
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha 	anger
@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). 	anger
@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.	anger
I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage	anger
@reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.	anger
@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?	anger
Manchester derby at home #revenge	anger
This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards	anger
my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):)	anger
@RiotzXVl papercuts sting and stub ur toe last for like 10 secs	anger
@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt	anger
@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.	anger
@thehill no wonder USA is going to shit with such outrage over a simple analogy.	anger
@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. #angry	anger
Sting is just too damn earnest for early morning listening. 	anger
@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! 	anger
Like he really just fucking asked me that. 	anger
@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it	anger
@mattstottwrites For me not so much outrage as ‘oh, using female body to sell something, AGAIN’	anger
@robert7019 @itzamadhouse @skyler12388\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)	anger
I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'	anger
Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.	anger
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming 	anger
Can't believe I've only got 2 days off left 🙄 #backtoreality 	anger
Be chill af if you want to offend someone.	anger
Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans	anger
i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃	anger
@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !	anger
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation	anger
A persons opinion doesn't offend me at all	anger
Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming	anger
Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.	anger
@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks	anger
@alexis_maxwell #bitter hahaha just kidding. its crazy tho	anger
@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? 	anger
After what just happened. In need to smoke. #burning	anger
Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords	anger
@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*	anger
@PuseLepuru it's the irritation of not having found the corpse	anger
The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .	anger
@judy_that Im honestly offended	anger
I offend u	anger
@TDsNation I blame how broken madden is this year	anger
All hell is breaking loose in Charlotte. #CharlotteProtest  #looting	anger
She began to squirm beneath @hcllbent, struggling to get out of his relentless grasp. When she realized that the attempt was useless,++	anger
I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming	anger
Connivers blind to existential fury	anger
@carefreeash_ id be fuming	anger
Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter	anger
@JaredWyand Maybe if it was transgender the media would cover it #outrage	anger
@DP3520 lol they are madden tubers u dont know nothing bout madden cuz id smash on you	anger
So excited to watch @RuPaulsDragRace #allstars \n#RuPaul #revenge	anger
@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.	anger
the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms	anger
@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch	anger
#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage	anger
@KatherineArabis It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological.	anger
@Blewberry02CP Content updates provoke that income.	anger
#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout	anger
Janice Griffith snap story  😍😍😍	anger
I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo	anger
@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...	anger
LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront...	anger
To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield	anger
@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4	anger
@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk	anger
Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes	anger
Is there a perfume that smells like the smell of smokey incense because i would be all about that	anger
🏆 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️	anger
@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone	anger
@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflicted😬	anger
@AshitaNoJoe55 i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone	anger
When you forget to mention you were bought dreamboys tickets 🙄😂 	anger
Candice's pout is gonna take someone eye out mate! #GBBO	anger
@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage	anger
the teams that face Barca and Bayern after a defeat are the ones who face the wrath	anger
@swagalini ive been through the denial and anger i am in pure acceptance	anger
My irritation level is at an all time high today 🙃	anger
if i don't answer your 50 texts pls don't snap me	anger
The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.	anger
@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.	anger
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter	anger
@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;	anger
Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference	anger
@KodieBurch yesss..apparently you've been popular on snap 🙄	anger
Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off  #NoWorkForMe	anger
I asked Jared to marry me and he said no. #offended	anger
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt	anger
@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!	anger
Yeah I'm hot nigga, they say im burning uhhhhh	anger
Anger, resentment, and hatred are the destroyer of your fortune today.'	anger
significantly, with a #bitter smile, 'let me	anger
Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??	anger
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison 	anger
Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...	anger
@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse	anger
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30  #relentless	anger
@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended	anger
Be quick to #listen, slow to #speak, and slow to #anger.	anger
Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh	anger
@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered	anger
be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better	anger
@JustinRow10 madden is the reason why controllers are snapped	anger
finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet	anger
Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪	anger
@danbloom1 beware the fury of a weak king	anger
@leesyatt you are a cruel, cruel man. #therewillbeblood 	anger
Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!	anger
Keep in mind. We're all weak. Don't insult people just because they're human.	anger
